time	V(vc)	V(vdd)	V(vo)	V(vsw)
1.654760123585754e-005	1.478010e+001	6.000000e+000	1.465507e+001	1.274317e+001
1.654990375119046e-005	1.478004e+001	6.000000e+000	1.465635e+001	1.355247e+001
1.655140460977804e-005	1.478001e+001	6.000000e+000	1.465765e+001	1.410905e+001
1.655240738706546e-005	1.477998e+001	6.000000e+000	1.465892e+001	1.449329e+001
1.655306971752677e-005	1.477997e+001	6.000000e+000	1.466012e+001	1.475219e+001
1.655350700935365e-005	1.477996e+001	6.000000e+000	1.466208e+001	1.492479e+001
1.655379342484047e-005	1.477995e+001	6.000000e+000	1.466741e+001	1.503691e+001
1.655398335510989e-005	1.477994e+001	6.000000e+000	1.467733e+001	1.510787e+001
1.655416985952944e-005	1.477994e+001	6.000000e+000	1.469357e+001	1.517117e+001
1.655437843422862e-005	1.477994e+001	6.000000e+000	1.471528e+001	1.523251e+001
1.655467588511112e-005	1.477994e+001	6.000000e+000	1.474633e+001	1.530393e+001
1.655527078687612e-005	1.477994e+001	6.000000e+000	1.480340e+001	1.541799e+001
1.655582436153533e-005	1.477994e+001	6.000000e+000	1.485043e+001	1.550280e+001
1.655692793721842e-005	1.477997e+001	6.000000e+000	1.493311e+001	1.563982e+001
1.655795775633556e-005	1.478001e+001	6.000000e+000	1.499969e+001	1.574518e+001
1.655926650154151e-005	1.478008e+001	6.000000e+000	1.506607e+001	1.584785e+001
1.656073670147900e-005	1.478017e+001	6.000000e+000	1.511216e+001	1.592107e+001
1.656296653175602e-005	1.478032e+001	6.000000e+000	1.513867e+001	1.597015e+001
1.656534255745079e-005	1.478050e+001	6.000000e+000	1.514372e+001	1.598745e+001
1.656912044904063e-005	1.478077e+001	6.000000e+000	1.514423e+001	1.599850e+001
1.657667623222031e-005	1.478132e+001	6.000000e+000	1.514554e+001	1.601214e+001
1.658395254654568e-005	1.478185e+001	6.000000e+000	1.514636e+001	1.601947e+001
1.659481173375832e-005	1.478264e+001	6.000000e+000	1.514741e+001	1.602535e+001
1.660505481735925e-005	1.478339e+001	6.000000e+000	1.514825e+001	1.602847e+001
1.662015679764015e-005	1.478449e+001	6.000000e+000	1.514939e+001	1.603106e+001
1.663625274679614e-005	1.478567e+001	6.000000e+000	1.515048e+001	1.603274e+001
1.666124942339975e-005	1.478749e+001	6.000000e+000	1.515203e+001	1.603449e+001
1.669142337044210e-005	1.478969e+001	6.000000e+000	1.515376e+001	1.603615e+001
1.672455536462850e-005	1.479210e+001	6.000000e+000	1.515555e+001	1.603774e+001
1.675690143150728e-005	1.479445e+001	6.000000e+000	1.515721e+001	1.603918e+001
1.679260519507186e-005	1.479703e+001	6.000000e+000	1.515899e+001	1.604070e+001
1.683101562113126e-005	1.479981e+001	6.000000e+000	1.516087e+001	1.604227e+001
1.687611324993014e-005	1.480306e+001	6.000000e+000	1.516304e+001	1.604407e+001
1.692710005718467e-005	1.480673e+001	6.000000e+000	1.516546e+001	1.604608e+001
1.699000940165625e-005	1.481123e+001	6.000000e+000	1.516842e+001	1.604852e+001
1.706587100024776e-005	1.481663e+001	6.000000e+000	1.517195e+001	1.605142e+001
1.716610885073907e-005	1.482372e+001	6.000000e+000	1.517658e+001	1.605521e+001
1.729465631068565e-005	1.483274e+001	6.000000e+000	1.518242e+001	1.605998e+001
1.747239351612001e-005	1.484507e+001	6.000000e+000	1.519036e+001	1.606643e+001
1.770793056496151e-005	1.486115e+001	6.000000e+000	1.520063e+001	1.607471e+001
1.804309590751167e-005	1.488354e+001	6.000000e+000	1.521475e+001	1.608600e+001
1.849090183149178e-005	1.491264e+001	6.000000e+000	1.523281e+001	1.610026e+001
1.895490183149214e-005	1.494181e+001	6.000000e+000	1.525055e+001	1.611403e+001
1.941890183149251e-005	1.496993e+001	6.000000e+000	1.526724e+001	1.612674e+001
1.988290183149288e-005	1.499699e+001	6.000000e+000	1.528289e+001	1.613837e+001
2.034690183149324e-005	1.502300e+001	6.000000e+000	1.529749e+001	1.614894e+001
2.081090183149361e-005	1.504794e+001	6.000000e+000	1.531106e+001	1.615843e+001
2.127490183149398e-005	1.507183e+001	6.000000e+000	1.532358e+001	1.616685e+001
2.173890183149434e-005	1.509467e+001	6.000000e+000	1.533506e+001	1.617419e+001
2.220290183149471e-005	1.511645e+001	6.000000e+000	1.534550e+001	1.618048e+001
2.266690183149508e-005	1.513718e+001	6.000000e+000	1.535492e+001	1.618569e+001
2.313090183149544e-005	1.515706e+001	6.000000e+000	1.536350e+001	1.619004e+001
2.323699999999974e-005	1.516145e+001	6.000000e+000	1.536531e+001	1.619087e+001
2.344919633700832e-005	1.517002e+001	6.000000e+000	1.536877e+001	1.619240e+001
2.345019633700953e-005	1.517006e+001	6.000000e+000	1.536877e+001	1.619238e+001
2.345219633701195e-005	1.517014e+001	6.000000e+000	1.536876e+001	1.619235e+001
2.345619633701678e-005	1.517030e+001	6.000000e+000	1.536883e+001	1.619238e+001
